id,score,p_yes,p_no,language,label
50278,0.03,0.03,0.97,Spanish,0
58991,0.15,0.15,0.85,Spanish,0
37503,0.15,0.15,0.85,Spanish,0
50336,0.35,0.35,0.65,Spanish,0
37499,0.03,0.03,0.97,Spanish,0
58781,0.01,0.01,0.99,Spanish,0
57186,0.02,0.02,0.98,Spanish,0
53528,0.1,0.1,0.9,Spanish,0
33386,0.35,0.35,0.65,Spanish,1
38886,0.02,0.02,0.98,Spanish,0
51623,0.03,0.03,0.97,Spanish,0
34513,0.01,0.01,0.99,Spanish,0
52286,0.1,0.1,0.9,Spanish,0
30480,0.01,0.01,0.99,Spanish,0
45537,0.03,0.03,0.97,Spanish,0
44307,0.85,0.85,0.15,Spanish,1
45135,0.02,0.02,0.98,Spanish,0
32485,0.55,0.55,0.45,Spanish,1
46971,0.1,0.1,0.9,Spanish,0
51921,0.02,0.02,0.98,Spanish,0
45165,0.02,0.02,0.98,Spanish,0
33448,0.05,0.05,0.95,Spanish,0
58517,0.01,0.01,0.99,Spanish,0
41224,0.01,0.01,0.99,Spanish,0
48548,0.45,0.45,0.55,Spanish,0
43842,0.55,0.55,0.45,Spanish,0
59283,0.85,0.85,0.15,Spanish,1
42530,0.1,0.1,0.9,Spanish,0
54941,0.9,0.9,0.1,Spanish,0
40747,0.08,0.08,0.92,Spanish,0
39693,0.15,0.15,0.85,Spanish,0
53504,0.05,0.05,0.95,Spanish,0
39575,0.01,0.01,0.99,Spanish,0
41605,0.02,0.02,0.98,Spanish,0
48204,0.02,0.02,0.98,Spanish,0
47557,0.8,0.8,0.2,Spanish,1
40132,0.03,0.03,0.97,Spanish,0
30487,0.7,0.7,0.3,Spanish,1
33197,0.8,0.8,0.2,Spanish,1
50451,0.01,0.01,0.99,Spanish,0
44813,0.03,0.03,0.97,Spanish,0
41237,0.02,0.02,0.98,Spanish,0
57911,0.01,0.01,0.99,Spanish,0
35883,0.03,0.03,0.97,Spanish,0
58925,0.45,0.45,0.55,Spanish,0
45516,0.02,0.02,0.98,Spanish,0
34416,0.01,0.01,0.99,Spanish,0
56703,0.1,0.1,0.9,Spanish,0
31303,0.02,0.02,0.98,Spanish,0
18781,0.02,0.02,0.98,Spanish,0
25581,0.05,0.05,0.95,Spanish,0
27608,0.04,0.04,0.96,Spanish,0
22964,0.02,0.02,0.98,Spanish,0
17858,0.05,0.05,0.95,Spanish,0
16533,0.08,0.08,0.92,Spanish,0
15351,0.03,0.03,0.97,Spanish,0
22403,0.02,0.02,0.98,Spanish,0
21580,0.92,0.92,0.08,Spanish,1
25263,0.03,0.03,0.97,Spanish,0
25309,0.02,0.02,0.98,Spanish,0
19244,0.03,0.03,0.97,Spanish,0
17531,0.03,0.03,0.97,Spanish,0
20980,0.02,0.02,0.98,Spanish,0
18322,0.02,0.02,0.98,Spanish,0
20809,0.02,0.02,0.98,Spanish,0
18857,0.04,0.04,0.96,Spanish,0
17820,0.03,0.03,0.97,Spanish,0
24554,0.55,0.55,0.45,Spanish,0
28674,0.02,0.02,0.98,Spanish,0
24901,0.03,0.03,0.97,Spanish,0
29242,0.02,0.02,0.98,Spanish,0
23387,0.72,0.72,0.28,Spanish,1
21791,0.02,0.02,0.98,Spanish,0
23256,0.02,0.02,0.98,Spanish,0
16684,0.02,0.02,0.98,Spanish,0
22814,0.03,0.03,0.97,Spanish,0
17927,0.15,0.15,0.85,Spanish,0
16662,0.04,0.04,0.96,Spanish,0
26269,0.12,0.12,0.88,Spanish,0
24592,0.15,0.15,0.85,Spanish,0
27649,0.05,0.05,0.95,Spanish,0
27744,0.02,0.02,0.98,Spanish,0
16688,0.04,0.04,0.96,Spanish,0
16740,0.7,0.7,0.3,Spanish,1
23661,0.02,0.02,0.98,Spanish,0
21088,0.02,0.02,0.98,Spanish,0
23757,0.02,0.02,0.98,Spanish,0
18550,0.02,0.02,0.98,Spanish,0
18021,0.05,0.05,0.95,Spanish,0
28782,0.03,0.03,0.97,Spanish,0
17536,0.02,0.02,0.98,Spanish,0
19353,0.02,0.02,0.98,Spanish,0
20331,0.02,0.02,0.98,Spanish,0
29536,0.02,0.02,0.98,Spanish,0
15103,0.03,0.03,0.97,Spanish,0
26107,0.02,0.02,0.98,Spanish,0
22828,0.02,0.02,0.98,Spanish,0
27705,0.02,0.02,0.98,Spanish,0
28468,0.02,0.02,0.98,Spanish,0
16626,0.2,0.2,0.8,Spanish,0
19149,0.03,0.03,0.97,Spanish,0
24701,0.02,0.02,0.98,Spanish,0
27861,0.02,0.02,0.98,Spanish,0
17664,0.02,0.02,0.98,Spanish,0
29110,0.55,0.55,0.45,Spanish,0
24918,0.02,0.02,0.98,Spanish,0
18299,0.03,0.03,0.97,Spanish,0
21849,0.02,0.02,0.98,Spanish,0
19520,0.02,0.02,0.98,Spanish,0
27121,0.02,0.02,0.98,Spanish,0
23777,0.7,0.7,0.3,Spanish,1
17400,0.04,0.04,0.96,Spanish,0
17613,0.03,0.03,0.97,Spanish,0
29866,0.93,0.93,0.07,Spanish,1
20359,0.75,0.75,0.25,Spanish,1
21383,0.1,0.1,0.9,Spanish,0
16084,0.02,0.02,0.98,Spanish,0
29882,0.02,0.02,0.98,Spanish,0
24051,0.02,0.02,0.98,Spanish,0
22046,0.02,0.02,0.98,Spanish,0
22791,0.02,0.02,0.98,Spanish,0
23500,0.03,0.03,0.97,Spanish,0
29491,0.04,0.04,0.96,Spanish,0
24926,0.02,0.02,0.98,Spanish,0
28114,0.02,0.02,0.98,Spanish,0
15134,0.72,0.72,0.28,Spanish,1
18746,0.02,0.02,0.98,Spanish,0
20224,0.03,0.03,0.97,Spanish,0
29289,0.08,0.08,0.92,Spanish,0
19257,0.3,0.3,0.7,Spanish,0
16805,0.02,0.02,0.98,Spanish,0
19772,0.02,0.02,0.98,Spanish,0
21839,0.02,0.02,0.98,Spanish,0
18231,0.1,0.1,0.9,Spanish,0
16592,0.92,0.92,0.08,Spanish,1
23371,0.03,0.03,0.97,Spanish,0
16905,0.02,0.02,0.98,Spanish,0
20250,0.02,0.02,0.98,Spanish,0
25325,0.02,0.02,0.98,Spanish,0
21472,0.02,0.02,0.98,Spanish,0
18912,0.88,0.88,0.12,Spanish,1
16597,0.03,0.03,0.97,Spanish,0
26199,0.02,0.02,0.98,Spanish,0
25797,0.82,0.82,0.18,Spanish,1
19394,0.9,0.9,0.1,Spanish,1
15496,0.02,0.02,0.98,Spanish,0
20502,0.02,0.02,0.98,Spanish,0
20640,0.12,0.12,0.88,Spanish,0
17199,0.02,0.02,0.98,Spanish,0
63781,0.92,0.92,0.08,English,0
70581,0.02,0.02,0.98,English,0
72608,0.03,0.03,0.97,English,0
67964,0.02,0.02,0.98,English,0
62858,0.02,0.02,0.98,English,0
61533,0.08,0.08,0.92,English,0
60351,0.02,0.02,0.98,English,0
67403,0.03,0.03,0.97,English,0
66580,0.05,0.05,0.95,English,0
70263,0.02,0.02,0.98,English,0
70309,0.04,0.04,0.96,English,0
64244,0.02,0.02,0.98,English,0
62531,0.04,0.04,0.96,English,0
65980,0.02,0.02,0.98,English,0
63322,0.04,0.04,0.96,English,0
65809,0.04,0.04,0.96,English,0
63857,0.05,0.05,0.95,English,0
62820,0.04,0.04,0.96,English,0
69554,0.03,0.03,0.97,English,0
73674,0.02,0.02,0.98,English,0
69901,0.02,0.02,0.98,English,0
74242,0.82,0.82,0.18,English,1
68387,0.02,0.02,0.98,English,0
66791,0.02,0.02,0.98,English,0
68256,0.02,0.02,0.98,English,0
61684,0.02,0.02,0.98,English,0
67814,0.03,0.03,0.97,English,0
62927,0.06,0.06,0.94,English,0
61662,0.72,0.72,0.28,English,1
71269,0.02,0.02,0.98,English,0
69592,0.03,0.03,0.97,English,0
72649,0.04,0.04,0.96,English,0
72744,0.02,0.02,0.98,English,0
61688,0.06,0.06,0.94,English,0
61740,0.02,0.02,0.98,English,0
68661,0.03,0.03,0.97,English,0
66088,0.02,0.02,0.98,English,0
68757,0.04,0.04,0.96,English,0
63550,0.03,0.03,0.97,English,0
63021,0.88,0.88,0.12,English,1
73782,0.02,0.02,0.98,English,0
62536,0.03,0.03,0.97,English,0
64353,0.02,0.02,0.98,English,0
65331,0.03,0.03,0.97,English,0
74536,0.05,0.05,0.95,English,0
60103,0.02,0.02,0.98,English,0
71107,0.02,0.02,0.98,English,0
67828,0.03,0.03,0.97,English,0
72705,0.02,0.02,0.98,English,0
73468,0.03,0.03,0.97,English,0
61626,0.03,0.03,0.97,English,0
64149,0.06,0.06,0.94,English,0
69701,0.02,0.02,0.98,English,0
72861,0.02,0.02,0.98,English,0
62664,0.04,0.04,0.96,English,0
74110,0.04,0.04,0.96,English,0
69918,0.02,0.02,0.98,English,0
63299,0.02,0.02,0.98,English,0
66849,0.02,0.02,0.98,English,0
64520,0.02,0.02,0.98,English,0
72121,0.03,0.03,0.97,English,0
68777,0.02,0.02,0.98,English,0
62400,0.02,0.02,0.98,English,0
62613,0.02,0.02,0.98,English,0
74866,0.02,0.02,0.98,English,0
65359,0.02,0.02,0.98,English,0
66383,0.03,0.03,0.97,English,0
61084,0.02,0.02,0.98,English,0
74882,0.03,0.03,0.97,English,0
69051,0.93,0.93,0.07,English,1
67046,0.05,0.05,0.95,English,0
67791,0.02,0.02,0.98,English,0
68500,0.02,0.02,0.98,English,0
74491,0.02,0.02,0.98,English,0
69926,0.04,0.04,0.96,English,0
73114,0.03,0.03,0.97,English,0
60134,0.02,0.02,0.98,English,0
63746,0.02,0.02,0.98,English,0
65224,0.02,0.02,0.98,English,0
74289,0.02,0.02,0.98,English,0
64257,0.04,0.04,0.96,English,0
61805,0.02,0.02,0.98,English,0
64772,0.02,0.02,0.98,English,0
66839,0.04,0.04,0.96,English,0
63231,0.03,0.03,0.97,English,0
61592,0.04,0.04,0.96,English,0
68371,0.02,0.02,0.98,English,0
61905,0.04,0.04,0.96,English,0
65250,0.02,0.02,0.98,English,0
70325,0.72,0.72,0.28,English,0
66472,0.02,0.02,0.98,English,0
63912,0.03,0.03,0.97,English,0
61597,0.04,0.04,0.96,English,0
71199,0.12,0.12,0.88,English,0
70797,0.02,0.02,0.98,English,0
64394,0.06,0.06,0.94,English,0
60496,0.75,0.75,0.25,English,1
65502,0.02,0.02,0.98,English,0
65640,0.02,0.02,0.98,English,0
62199,0.65,0.65,0.35,English,1
93898,0.92,0.92,0.08,Dutch,1
104867,0.12,0.12,0.88,Dutch,0
97333,0.02,0.02,0.98,Dutch,0
99037,0.02,0.02,0.98,Dutch,0
99896,0.95,0.95,0.05,Dutch,1
92943,0.25,0.25,0.75,Dutch,0
104353,0.02,0.02,0.98,Dutch,0
96338,0.05,0.05,0.95,Dutch,0
103993,0.03,0.03,0.97,Dutch,0
101273,0.02,0.02,0.98,Dutch,0
91034,0.03,0.03,0.97,Dutch,0
96421,0.02,0.02,0.98,Dutch,0
93702,0.03,0.03,0.97,Dutch,0
94817,0.04,0.04,0.96,Dutch,0
103578,0.06,0.06,0.94,Dutch,0
91123,0.02,0.02,0.98,Dutch,0
104494,0.02,0.02,0.98,Dutch,0
92231,0.03,0.03,0.97,Dutch,0
90568,0.02,0.02,0.98,Dutch,0
98358,0.02,0.02,0.98,Dutch,0
96908,0.95,0.95,0.05,Dutch,1
103707,0.04,0.04,0.96,Dutch,0
92499,0.03,0.03,0.97,Dutch,0
98410,0.95,0.95,0.05,Dutch,1
93822,0.01,0.01,0.99,Dutch,0
102165,0.02,0.02,0.98,Dutch,0
95702,0.02,0.02,0.98,Dutch,0
90586,0.02,0.02,0.98,Dutch,0
104813,0.03,0.03,0.97,Dutch,0
92034,0.02,0.02,0.98,Dutch,0
90388,0.02,0.02,0.98,Dutch,0
100302,0.03,0.03,0.97,Dutch,0
92337,0.02,0.02,0.98,Dutch,0
97750,0.12,0.12,0.88,Dutch,0
101459,0.18,0.18,0.82,Dutch,0
103900,0.03,0.03,0.97,Dutch,0
100920,0.9,0.9,0.1,Dutch,1
90850,0.02,0.02,0.98,Dutch,0
90046,0.04,0.04,0.96,Dutch,0
99886,0.75,0.75,0.25,Dutch,1
98836,0.08,0.08,0.92,Dutch,0
100972,0.03,0.03,0.97,Dutch,0
93169,0.06,0.06,0.94,Dutch,0
100051,0.92,0.92,0.08,Dutch,1
92585,0.01,0.01,0.99,Dutch,0
91157,0.15,0.15,0.85,Dutch,0
94816,0.03,0.03,0.97,Dutch,0
97628,0.02,0.02,0.98,Dutch,0
104626,0.85,0.85,0.15,Dutch,0
101440,0.01,0.01,0.99,Dutch,0
104334,0.03,0.03,0.97,Dutch,0
98011,0.3,0.3,0.7,Dutch,0
94395,0.02,0.02,0.98,Dutch,0
98471,0.01,0.01,0.99,Dutch,0
96802,0.02,0.02,0.98,Dutch,0
92596,0.05,0.05,0.95,Dutch,0
101319,0.06,0.06,0.94,Dutch,0
95440,0.82,0.82,0.18,Dutch,1
94660,0.01,0.01,0.99,Dutch,0
104916,0.3,0.3,0.7,Dutch,0
92631,0.01,0.01,0.99,Dutch,0
100688,0.01,0.01,0.99,Dutch,0
99463,0.01,0.01,0.99,Dutch,0
97924,0.01,0.01,0.99,Dutch,0
102305,0.02,0.02,0.98,Dutch,0
101697,0.01,0.01,0.99,Dutch,0
100539,0.02,0.02,0.98,Dutch,0
98749,0.02,0.02,0.98,Dutch,0
100605,0.03,0.03,0.97,Dutch,0
100557,0.03,0.03,0.97,Dutch,0
103134,0.08,0.08,0.92,Dutch,0
90275,0.03,0.03,0.97,Dutch,0
100607,0.02,0.02,0.98,Dutch,0
100031,0.03,0.03,0.97,Dutch,0
95614,0.02,0.02,0.98,Dutch,0
101055,0.04,0.04,0.96,Dutch,0
94303,0.02,0.02,0.98,Dutch,0
97920,0.02,0.02,0.98,Dutch,0
94614,0.02,0.02,0.98,Dutch,0
96800,0.01,0.01,0.99,Dutch,0
93068,0.02,0.02,0.98,Dutch,0
94292,0.05,0.05,0.95,Dutch,0
93080,0.03,0.03,0.97,Dutch,0
99983,0.06,0.06,0.94,Dutch,0
99978,0.05,0.05,0.95,Dutch,0
92391,0.02,0.02,0.98,Dutch,0
92893,0.02,0.02,0.98,Dutch,0
94696,0.03,0.03,0.97,Dutch,0
99129,0.03,0.03,0.97,Dutch,0
90765,0.06,0.06,0.94,Dutch,0
91509,0.02,0.02,0.98,Dutch,0
99811,0.02,0.02,0.98,Dutch,0
99664,0.15,0.15,0.85,Dutch,0
102672,0.08,0.08,0.92,Dutch,0
103097,0.02,0.02,0.98,Dutch,0
102955,0.01,0.01,0.99,Dutch,0
99349,0.01,0.01,0.99,Dutch,0
103920,0.01,0.01,0.99,Dutch,0
98314,0.12,0.12,0.88,Dutch,0
92960,0.03,0.03,0.97,Dutch,0
78898,0.02,0.02,0.98,Dutch,0
89867,0.02,0.02,0.98,Dutch,0
82333,0.03,0.03,0.97,Dutch,0
84037,0.03,0.03,0.97,Dutch,0
84896,0.02,0.02,0.98,Dutch,0
77943,0.01,0.01,0.99,Dutch,0
89353,0.95,0.95,0.05,Dutch,1
81338,0.03,0.03,0.97,Dutch,0
88993,0.55,0.55,0.45,Dutch,0
86273,0.02,0.02,0.98,Dutch,0
76034,0.15,0.15,0.85,Dutch,0
81421,0.85,0.85,0.15,Dutch,1
78702,0.02,0.02,0.98,Dutch,0
79817,0.03,0.03,0.97,Dutch,0
88578,0.45,0.45,0.55,Dutch,0
76123,0.01,0.01,0.99,Dutch,0
89494,0.92,0.92,0.08,Dutch,1
77231,0.02,0.02,0.98,Dutch,0
75568,0.01,0.01,0.99,Dutch,0
83358,0.45,0.45,0.55,Dutch,0
81908,0.05,0.05,0.95,Dutch,0
88707,0.3,0.3,0.7,Dutch,0
77499,0.01,0.01,0.99,Dutch,0
83410,0.95,0.95,0.05,Dutch,1
78822,0.8,0.8,0.2,Dutch,1
87165,0.1,0.1,0.9,Dutch,0
80702,0.02,0.02,0.98,Dutch,0
75586,0.02,0.02,0.98,Dutch,0
89813,0.03,0.03,0.97,Dutch,0
77034,0.01,0.01,0.99,Dutch,0
75388,0.02,0.02,0.98,Dutch,0
85302,0.01,0.01,0.99,Dutch,0
77337,0.1,0.1,0.9,Dutch,0
82750,0.05,0.05,0.95,Dutch,0
86459,0.75,0.75,0.25,Dutch,1
88900,0.01,0.01,0.99,Dutch,0
85920,0.01,0.01,0.99,Dutch,0
75850,0.01,0.01,0.99,Dutch,0
75046,0.05,0.05,0.95,Dutch,0
84886,0.03,0.03,0.97,Dutch,0
83836,0.03,0.03,0.97,Dutch,0
85972,0.15,0.15,0.85,Dutch,0
78169,0.9,0.9,0.1,Dutch,0
85051,0.01,0.01,0.99,Dutch,0
77585,0.01,0.01,0.99,Dutch,0
76157,0.02,0.02,0.98,Dutch,0
79816,0.03,0.03,0.97,Dutch,0
82628,0.01,0.01,0.99,Dutch,0
89626,0.88,0.88,0.12,Dutch,1
86440,0.05,0.05,0.95,Dutch,0
89334,0.01,0.01,0.99,Dutch,0
83011,0.01,0.01,0.99,Dutch,0
79395,0.01,0.01,0.99,Dutch,0
83471,0.01,0.01,0.99,Dutch,0
81802,0.01,0.01,0.99,Dutch,0
77596,0.01,0.01,0.99,Dutch,0
86319,0.82,0.82,0.18,Dutch,1
80440,0.04,0.04,0.96,Dutch,0
79660,0.01,0.01,0.99,Dutch,0
89916,0.04,0.04,0.96,Dutch,0
77631,0.03,0.03,0.97,Dutch,0
85688,0.02,0.02,0.98,Dutch,0
84463,0.01,0.01,0.99,Dutch,0
82924,0.01,0.01,0.99,Dutch,0
87305,0.04,0.04,0.96,Dutch,0
86697,0.95,0.95,0.05,Dutch,1
85539,0.03,0.03,0.97,Dutch,0
83749,0.1,0.1,0.9,Dutch,0
85605,0.04,0.04,0.96,Dutch,0
85557,0.35,0.35,0.65,Dutch,0
88134,0.01,0.01,0.99,Dutch,0
75275,0.03,0.03,0.97,Dutch,0
85607,0.02,0.02,0.98,Dutch,0
85031,0.01,0.01,0.99,Dutch,0
80614,0.05,0.05,0.95,Dutch,1
86055,0.02,0.02,0.98,Dutch,0
79303,0.02,0.02,0.98,Dutch,0
82920,0.03,0.03,0.97,Dutch,0
79614,0.02,0.02,0.98,Dutch,0
81800,0.01,0.01,0.99,Dutch,0
78068,0.02,0.02,0.98,Dutch,0
79292,0.88,0.88,0.12,Dutch,1
78080,0.05,0.05,0.95,Dutch,0
84983,0.01,0.01,0.99,Dutch,0
84978,0.05,0.05,0.95,Dutch,0
77391,0.08,0.08,0.92,Dutch,0
77893,0.01,0.01,0.99,Dutch,0
79696,0.01,0.01,0.99,Dutch,0
84129,0.6,0.6,0.4,Dutch,1
75765,0.03,0.03,0.97,Dutch,0
76509,0.04,0.04,0.96,Dutch,0
84811,0.01,0.01,0.99,Dutch,0
84664,0.01,0.01,0.99,Dutch,0
87672,0.93,0.93,0.07,Dutch,1
88097,0.12,0.12,0.88,Dutch,1
87955,0.95,0.95,0.05,Dutch,1
84349,0.01,0.01,0.99,Dutch,0
88920,0.01,0.01,0.99,Dutch,0
83314,0.02,0.02,0.98,Dutch,0
77960,0.01,0.01,0.99,Dutch,0
71499,0.02,0.02,0.98,English,0
73402,0.03,0.03,0.97,English,0
69987,0.03,0.03,0.97,English,0
73818,0.04,0.04,0.96,English,0
61385,0.02,0.02,0.98,English,0
68290,0.03,0.03,0.97,English,0
73463,0.08,0.08,0.92,English,0
60836,0.05,0.05,0.95,English,0
74472,0.02,0.02,0.98,English,0
67271,0.08,0.08,0.92,English,0
63804,0.02,0.02,0.98,English,0
74701,0.02,0.02,0.98,English,0
65035,0.03,0.03,0.97,English,0
68124,0.1,0.1,0.9,English,0
65532,0.03,0.03,0.97,English,0
65763,0.02,0.02,0.98,English,0
62769,0.04,0.04,0.96,English,0
67524,0.02,0.02,0.98,English,0
61743,0.08,0.08,0.92,English,0
64127,0.15,0.15,0.85,English,0
73143,0.02,0.02,0.98,English,0
61766,0.02,0.02,0.98,English,0
68187,0.85,0.85,0.15,English,1
66729,0.7,0.7,0.3,English,1
74801,0.02,0.02,0.98,English,0
64848,0.02,0.02,0.98,English,0
72843,0.02,0.02,0.98,English,0
73870,0.02,0.02,0.98,English,0
74083,0.02,0.02,0.98,English,0
74182,0.08,0.08,0.92,English,0
71810,0.02,0.02,0.98,English,0
61111,0.03,0.03,0.97,English,0
63886,0.08,0.08,0.92,English,0
67249,0.03,0.03,0.97,English,0
72967,0.03,0.03,0.97,English,0
66029,0.05,0.05,0.95,English,0
62882,0.08,0.08,0.92,English,0
72962,0.08,0.08,0.92,English,0
67782,0.03,0.03,0.97,English,0
70585,0.02,0.02,0.98,English,0
67051,0.08,0.08,0.92,English,0
68097,0.2,0.2,0.8,English,0
67103,0.55,0.55,0.45,English,0
62906,0.03,0.03,0.97,English,0
60611,0.02,0.02,0.98,English,0
63251,0.04,0.04,0.96,English,0
62286,0.08,0.08,0.92,English,0
73616,0.02,0.02,0.98,English,0
74377,0.75,0.75,0.25,English,1
62331,0.03,0.03,0.97,English,0
70604,0.03,0.03,0.97,English,0
60321,0.02,0.02,0.98,English,0
60110,0.02,0.02,0.98,English,0
65549,0.05,0.05,0.95,English,0
72460,0.02,0.02,0.98,English,0
71756,0.03,0.03,0.97,English,0
71658,0.04,0.04,0.96,English,0
68072,0.02,0.02,0.98,English,0
71681,0.08,0.08,0.92,English,0
65697,0.08,0.08,0.92,English,0
69839,0.03,0.03,0.97,English,0
73063,0.08,0.08,0.92,English,0
63817,0.06,0.06,0.94,English,0
71487,0.03,0.03,0.97,English,0
74910,0.02,0.02,0.98,English,0
70615,0.03,0.03,0.97,English,0
72515,0.02,0.02,0.98,English,0
74197,0.02,0.02,0.98,English,0
72747,0.08,0.08,0.92,English,0
66452,0.02,0.02,0.98,English,0
71857,0.08,0.08,0.92,English,0
73255,0.88,0.88,0.12,English,1
65353,0.02,0.02,0.98,English,0
70744,0.02,0.02,0.98,English,0
64618,0.03,0.03,0.97,English,0
67410,0.03,0.03,0.97,English,0
67712,0.02,0.02,0.98,English,0
71533,0.02,0.02,0.98,English,0
66109,0.05,0.05,0.95,English,0
73258,0.1,0.1,0.9,English,0
62546,0.02,0.02,0.98,English,0
66201,0.25,0.25,0.75,English,0
68280,0.02,0.02,0.98,English,0
71998,0.02,0.02,0.98,English,0
68731,0.08,0.08,0.92,English,0
65148,0.02,0.02,0.98,English,0
73388,0.1,0.1,0.9,English,0
65880,0.03,0.03,0.97,English,0
68262,0.03,0.03,0.97,English,0
69304,0.08,0.08,0.92,English,0
71797,0.06,0.06,0.94,English,0
62963,0.08,0.08,0.92,English,0
67820,0.03,0.03,0.97,English,0
73869,0.03,0.03,0.97,English,0
62015,0.02,0.02,0.98,English,0
71955,0.02,0.02,0.98,English,0
60323,0.02,0.02,0.98,English,0
68117,0.02,0.02,0.98,English,0
74637,0.02,0.02,0.98,English,0
60655,0.08,0.08,0.92,English,0
3898,0.95,0.95,0.05,Danish,1
14867,0.05,0.05,0.95,Danish,0
7333,0.72,0.72,0.28,Danish,1
9037,0.02,0.02,0.98,Danish,0
9896,0.02,0.02,0.98,Danish,0
2943,0.02,0.02,0.98,Danish,0
14353,0.02,0.02,0.98,Danish,0
6338,0.04,0.04,0.96,Danish,0
13993,0.05,0.05,0.95,Danish,0
11273,0.05,0.05,0.95,Danish,0
1034,0.55,0.55,0.45,Danish,0
6421,0.82,0.82,0.18,Danish,1
3702,0.03,0.03,0.97,Danish,0
4817,0.02,0.02,0.98,Danish,0
13578,0.02,0.02,0.98,Danish,0
1123,0.02,0.02,0.98,Danish,0
14494,0.03,0.03,0.97,Danish,0
2231,0.04,0.04,0.96,Danish,0
568,0.03,0.03,0.97,Danish,0
8358,0.03,0.03,0.97,Danish,0
6908,0.04,0.04,0.96,Danish,0
13707,0.88,0.88,0.12,Danish,1
2499,0.02,0.02,0.98,Danish,0
8410,0.02,0.02,0.98,Danish,0
3822,0.01,0.01,0.99,Danish,0
12165,0.65,0.65,0.35,Danish,0
5702,0.02,0.02,0.98,Danish,0
586,0.03,0.03,0.97,Danish,0
14813,0.02,0.02,0.98,Danish,0
2034,0.03,0.03,0.97,Danish,0
388,0.03,0.03,0.97,Danish,0
10302,0.02,0.02,0.98,Danish,0
2337,0.02,0.02,0.98,Danish,0
7750,0.02,0.02,0.98,Danish,0
11459,0.03,0.03,0.97,Danish,0
13900,0.04,0.04,0.96,Danish,0
10920,0.03,0.03,0.97,Danish,0
850,0.02,0.02,0.98,Danish,0
46,0.02,0.02,0.98,Danish,0
9886,0.02,0.02,0.98,Danish,0
8836,0.93,0.93,0.07,Danish,1
10972,0.02,0.02,0.98,Danish,0
3169,0.06,0.06,0.94,Danish,0
10051,0.02,0.02,0.98,Danish,0
2585,0.03,0.03,0.97,Danish,0
1157,0.04,0.04,0.96,Danish,0
4816,0.02,0.02,0.98,Danish,0
7628,0.15,0.15,0.85,Danish,0
14626,0.02,0.02,0.98,Danish,0
11440,0.04,0.04,0.96,Danish,0
14334,0.04,0.04,0.96,Danish,0
8011,0.04,0.04,0.96,Danish,0
4395,0.08,0.08,0.92,Danish,0
8471,0.02,0.02,0.98,Danish,0
6802,0.02,0.02,0.98,Danish,0
2596,0.35,0.35,0.65,Danish,0
11319,0.92,0.92,0.08,Danish,1
5440,0.15,0.15,0.85,Danish,0
4660,0.72,0.72,0.28,Danish,1
14916,0.12,0.12,0.88,Danish,0
2631,0.04,0.04,0.96,Danish,0
10688,0.02,0.02,0.98,Danish,0
9463,0.02,0.02,0.98,Danish,0
7924,0.05,0.05,0.95,Danish,0
12305,0.02,0.02,0.98,Danish,0
11697,0.02,0.02,0.98,Danish,0
10539,0.02,0.02,0.98,Danish,0
8749,0.02,0.02,0.98,Danish,0
10605,0.02,0.02,0.98,Danish,0
10557,0.03,0.03,0.97,Danish,0
13134,0.02,0.02,0.98,Danish,0
275,0.02,0.02,0.98,Danish,0
10607,0.9,0.9,0.1,Danish,1
10031,0.02,0.02,0.98,Danish,0
5614,0.02,0.02,0.98,Danish,0
11055,0.15,0.15,0.85,Danish,1
4303,0.02,0.02,0.98,Danish,0
7920,0.02,0.02,0.98,Danish,0
4614,0.02,0.02,0.98,Danish,0
6800,0.02,0.02,0.98,Danish,0
3068,0.03,0.03,0.97,Danish,0
4292,0.04,0.04,0.96,Danish,0
3080,0.05,0.05,0.95,Danish,0
9983,0.03,0.03,0.97,Danish,0
9978,0.02,0.02,0.98,Danish,0
2391,0.02,0.02,0.98,Danish,0
2893,0.02,0.02,0.98,Danish,0
4696,0.08,0.08,0.92,Danish,0
9129,0.08,0.08,0.92,Danish,0
765,0.02,0.02,0.98,Danish,0
1509,0.04,0.04,0.96,Danish,0
9811,0.02,0.02,0.98,Danish,0
9664,0.02,0.02,0.98,Danish,0
12672,0.02,0.02,0.98,Danish,0
13097,0.12,0.12,0.88,Danish,0
12955,0.02,0.02,0.98,Danish,0
9349,0.05,0.05,0.95,Danish,0
13920,0.02,0.02,0.98,Danish,0
8314,0.02,0.02,0.98,Danish,0
2960,0.08,0.08,0.92,Danish,0
41311,0.05,0.05,0.95,Spanish,0
57387,0.65,0.65,0.35,Spanish,0
31406,0.03,0.03,0.97,Spanish,0
30579,0.02,0.02,0.98,Spanish,0
53587,0.72,0.72,0.28,Spanish,1
38696,0.05,0.05,0.95,Spanish,0
39303,0.02,0.02,0.98,Spanish,0
31122,0.02,0.02,0.98,Spanish,0
42776,0.7,0.7,0.3,Spanish,0
42315,0.45,0.45,0.55,Spanish,0
54511,0.02,0.02,0.98,Spanish,0
49591,0.02,0.02,0.98,Spanish,0
41387,0.75,0.75,0.25,Spanish,1
35720,0.1,0.1,0.9,Spanish,0
50380,0.03,0.03,0.97,Spanish,0
40019,0.02,0.02,0.98,Spanish,0
42209,0.05,0.05,0.95,Spanish,0
56833,0.05,0.05,0.95,Spanish,0
